"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1771","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestion.java","3","20","Avoid unnecessary constructors - the compiler will generate these for you","Controversial Rules","UnnecessaryConstructor"
"1772","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestion.java","3","20","Document empty constructor","Design Rules","UncommentedEmptyConstructor"
"1773","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestion.java","3","28","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"1774","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestion.java","3","28","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1775","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestion.java","3","36","Parameter 'parent' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1776","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestion.java","3","44","Parameter 'creator' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1777","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestion.java","3","52","Parameter 'active' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1778","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestion.java","3","60","Parameter 'questionText' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1779","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestion.java","2","73","System.out.print is used","Java Logging Rules","SystemPrintln"
"1780","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestion.java","3","115","Local variable 'itr' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1781","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestion.java","3","116","Local variable 'total' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1782","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestion.java","3","118","Avoid empty try blocks","Basic Rules","EmptyTryBlock"
"1783","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestion.java","3","120","Avoid empty catch blocks","Basic Rules","EmptyCatchBlock"
"1784","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestion.java","2","129","System.out.print is used","Java Logging Rules","SystemPrintln"
"1785","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestion.java","3","142","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1786","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestion.java","3","143","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1787","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestion.java","3","144","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1788","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestion.java","3","146","Local variable 'question' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1789","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestion.java","3","149","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1790","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestion.java","3","167","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1791","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestion.java","3","178","Overriding method merely calls super","Basic Rules","UselessOverridingMethod"
"1792","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionOption.java","3","8","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1793","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionOption.java","3","9","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1794","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionOption.java","3","12","Document empty constructor","Design Rules","UncommentedEmptyConstructor"
"1795","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionOption.java","3","16","Parameter 'idx' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1796","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionOption.java","3","20","Parameter 'text' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1797","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionOption.java","3","24","Parameter 'idx' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1798","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionOption.java","3","24","Parameter 'text' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1799","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionOption.java","3","37","Parameter 'idx' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1800","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionResponse.java","3","29","Parameter 'pollQuestion' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1801","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionResponse.java","3","43","Parameter 'answers' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1802","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionResponse.java","3","53","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"1803","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionResponse.java","1","54","Avoid throwing null pointer exceptions.","Strict Exception Rules","AvoidThrowingNullPointerException"
"1804","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionResult.java","3","7","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"1805","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionResult.java","3","7","The field name indicates a constant but its modifiers do not","Naming Rules","SuspiciousConstantFieldName"
"1806","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionResult.java","1","7","Variables should start with a lowercase character","Naming Rules","VariableNamingConventions"
"1807","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionResult.java","3","10","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"1808","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionResult.java","3","11","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"1809","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionResult.java","3","12","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"1810","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionResult.java","3","13","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"1811","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionResult.java","3","14","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"1812","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionResult.java","3","35","Parameter 'answer1Count' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1813","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionResult.java","3","43","Parameter 'answer2Count' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1814","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionResult.java","3","51","Parameter 'answer3Count' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1815","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionResult.java","3","59","Parameter 'answer4Count' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1816","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionResult.java","3","67","Parameter 'answer5Count' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1817","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionResult.java","3","71","Document empty constructor","Design Rules","UncommentedEmptyConstructor"
"1818","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionResult.java","3","75","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1819","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionResult.java","3","75","Avoid variables with short names like qs","Naming Rules","ShortVariable"
"1820","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionResult.java","1","76","Overridable method 'setID' called during object construction","Design Rules","ConstructorCallsOverridableMethod"
"1821","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionResult.java","1","77","Overridable method 'setQuestion' called during object construction","Design Rules","ConstructorCallsOverridableMethod"
"1822","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionResult.java","3","84","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"1823","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionResult.java","3","97","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"1824","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionResult.java","2","130","System.out.print is used","Java Logging Rules","SystemPrintln"
"1825","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionResult.java","3","131","Local variable 'temp' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1826","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionResult.java","2","132","System.out.print is used","Java Logging Rules","SystemPrintln"
"1827","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionResult.java","3","133","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"1828","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestionType.java","3","11","Avoid variables with short names like id","Naming Rules","ShortVariable"
